case_id,event_type,node,migration_status,existing_context,proposed_context,missing_fields,evidence_basis,confidence,notes
case_2024_us_east_gulf_port_strike,port labor and shipping logistics disruption,logistics,already_migrated,"{""canonical_context"": ""logistics_port_labor_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""logistics"", ""shock_type"": ""labor_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""port_labor_work_stoppage""}","{""canonical_context"": ""logistics_port_labor_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""logistics"", ""shock_type"": ""labor_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""port_labor_work_stoppage""}",,existing development-enriched node context,high,Preserved without modification.
case_2024_us_east_gulf_port_strike,port labor and shipping logistics disruption,trade_lanes,resolvable,{},"{""canonical_context"": ""maritime_route_capacity_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""trade_lanes"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""labor_contract_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_india_wheat_export_ban,food export ban and grain trade restriction,food_export_controls,resolvable,{},"{""canonical_context"": ""food_export_trade_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""food_export_controls"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""export_ban_announcement""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_india_wheat_export_ban,food export ban and grain trade restriction,grain_exports,already_migrated,"{""canonical_context"": ""food_export_trade_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""grain_exports"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""wheat_export_ban""}","{""canonical_context"": ""food_export_trade_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""grain_exports"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""wheat_export_ban""}",,existing development-enriched node context,high,Preserved without modification.
case_2022_india_wheat_export_ban,food export ban and grain trade restriction,agriculture,resolvable,{},"{""canonical_context"": ""agricultural_input_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""agriculture"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""export_ban_announcement""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_india_wheat_export_ban,food export ban and grain trade restriction,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""export_ban_announcement""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_india_wheat_export_ban,food export ban and grain trade restriction,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""export_ban_announcement""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_india_wheat_export_ban,food export ban and grain trade restriction,logistics,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""logistics"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""export_ban_announcement""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_russia_aviation_supply_chain_sanctions,aerospace supply-chain sanctions,aerospace_supply_chain,resolvable,{},"{""canonical_context"": ""aerospace_defense_procurement_constraint"", ""constraint_type"": ""security_risk"", ""node"": ""aerospace_supply_chain"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""sanctions_and_airspace_restrictions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_russia_aviation_supply_chain_sanctions,aerospace supply-chain sanctions,aviation,resolvable,{},"{""canonical_context"": ""airspace_route_disruption"", ""constraint_type"": ""route_disruption"", ""node"": ""aviation"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""sanctions_and_airspace_restrictions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_russia_aviation_supply_chain_sanctions,aerospace supply-chain sanctions,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2022_russia_aviation_supply_chain_sanctions,aerospace supply-chain sanctions,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""sanctions_and_airspace_restrictions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_russia_aviation_supply_chain_sanctions,aerospace supply-chain sanctions,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""sanctions_and_airspace_restrictions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_russia_aviation_supply_chain_sanctions,aerospace supply-chain sanctions,defense,resolvable,{},"{""canonical_context"": ""aerospace_defense_procurement_constraint"", ""constraint_type"": ""security_risk"", ""node"": ""defense"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""sanctions_and_airspace_restrictions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2017_north_korea_missile_escalation,missile escalation and regional security risk,defense,resolvable,{},"{""canonical_context"": ""semiconductor_strategic_downstream_exposure"", ""constraint_type"": ""input_access_restriction"", ""node"": ""defense"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""downstream_strategic_exposure"", ""upstream_driver"": ""missile_launch_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2017_north_korea_missile_escalation,missile escalation and regional security risk,aviation,already_migrated,"{""canonical_context"": ""airspace_security_disruption"", ""constraint_type"": ""security_risk"", ""node"": ""aviation"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""missile_overflight_airspace_monitoring""}","{""canonical_context"": ""airspace_security_disruption"", ""constraint_type"": ""security_risk"", ""node"": ""aviation"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""missile_overflight_airspace_monitoring""}",,existing development-enriched node context,high,Preserved without modification.
case_2017_north_korea_missile_escalation,missile escalation and regional security risk,trade_lanes,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""trade_lanes"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""missile_launch_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2017_north_korea_missile_escalation,missile escalation and regional security risk,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2017_north_korea_missile_escalation,missile escalation and regional security risk,logistics,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""logistics"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""missile_launch_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2017_north_korea_missile_escalation,missile escalation and regional security risk,semiconductor_equipment,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""semiconductor_equipment"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""missile_launch_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2019_india_pakistan_airspace_closure,border military escalation and airspace disruption,aviation,already_migrated,"{""canonical_context"": ""airspace_route_disruption"", ""constraint_type"": ""route_disruption"", ""node"": ""aviation"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""airspace_closure""}","{""canonical_context"": ""airspace_route_disruption"", ""constraint_type"": ""route_disruption"", ""node"": ""aviation"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""airspace_closure""}",,existing development-enriched node context,high,Preserved without modification.
